Timestamp,PPID,TesterID,Current,Temperature,Result
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.580,30.50,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.469,30.53,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.256,23.24,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.382,31.54,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.288,31.35,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.599,32.77,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.533,26.99,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.471,31.55,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.584,24.50,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.260,34.28,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.311,27.19,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.450,33.50,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.895,29.85,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.884,32.66,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.618,22.68,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.594,29.07,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.361,22.06,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.876,31.09,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.101,28.60,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.526,33.98,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.396,31.19,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.135,22.71,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.975,27.62,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.420,28.26,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.865,23.08,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.114,28.81,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.097,33.69,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.193,24.42,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.376,22.73,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.945,32.57,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.772,22.28,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.867,29.38,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.593,23.57,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.102,22.60,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.664,25.43,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.995,29.60,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.431,33.02,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.301,29.75,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.956,29.05,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.658,30.15,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.925,22.73,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.241,27.80,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.080,24.48,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.357,25.64,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.592,33.45,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.757,33.80,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.634,22.61,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.068,25.72,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.766,31.47,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.306,28.60,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.634,33.38,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.813,26.54,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.153,23.20,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.392,32.43,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.231,32.76,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.887,23.43,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.454,24.79,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.365,28.00,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.964,31.11,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.948,25.05,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.473,22.51,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.765,34.03,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.491,32.00,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,24.522,28.89,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.308,34.87,PASS
2026-01-14 15:04:27,PPIDTEST001,Tester01,25.226,33.29,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.475,33.15,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.039,25.67,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.759,22.13,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.174,31.57,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.176,28.60,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.869,34.62,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.641,26.45,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.036,28.48,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.989,31.73,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.805,26.65,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.734,23.76,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.875,33.20,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.401,26.41,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.356,34.92,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.102,30.56,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.348,30.04,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.816,22.90,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.093,28.56,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.527,28.39,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.808,23.92,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.200,27.79,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.792,26.55,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.011,25.64,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.467,29.13,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.794,25.24,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.329,23.37,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.396,27.56,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.812,33.84,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.275,23.19,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.191,32.90,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.243,32.56,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.114,24.15,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.207,33.02,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.902,24.35,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.137,30.17,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.501,32.42,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.104,33.88,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.993,26.27,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.185,33.72,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.884,31.39,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.003,24.12,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.445,22.11,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.330,30.75,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.266,26.68,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.143,28.98,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.046,29.31,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.001,27.10,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.647,28.19,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.700,32.91,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.886,24.53,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.350,27.73,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.041,26.17,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.565,33.65,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.931,25.29,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.288,25.94,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.035,32.29,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.786,30.10,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.829,24.49,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.524,22.74,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.957,29.43,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.611,24.58,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.489,22.01,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.060,24.70,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.306,30.78,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.507,31.90,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.647,34.24,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.642,22.95,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.742,25.54,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.226,32.64,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.946,27.21,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.282,24.57,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.884,30.12,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.185,24.86,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.087,30.75,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.810,25.13,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,24.894,23.32,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.598,24.67,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.784,31.93,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.089,33.52,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.882,27.19,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.655,31.64,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.991,30.06,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.354,28.18,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.965,25.22,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.019,27.65,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.408,30.94,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.283,23.14,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.700,27.70,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.901,30.47,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.031,32.30,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.534,29.98,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.411,34.17,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.998,27.27,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.438,24.16,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.785,30.35,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.045,33.62,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.711,34.48,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.051,28.92,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,26.443,28.86,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.451,24.20,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.649,29.76,PASS
2026-01-14 15:21:07,PPIDTEST001,Tester01,25.229,22.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.291,25.67,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.834,31.17,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.591,24.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.697,34.18,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.945,30.88,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.931,28.33,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.862,34.72,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.664,31.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.922,22.98,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.795,33.44,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.824,32.46,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.328,30.20,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.016,22.34,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.514,26.88,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.667,22.15,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.457,30.20,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.802,31.07,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.357,30.27,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.636,34.71,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.694,34.80,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.478,28.00,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.155,27.75,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.293,34.21,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.385,28.41,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.775,24.98,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.365,27.71,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.311,26.77,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.341,23.32,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.343,28.88,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.399,22.26,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.363,30.17,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.165,33.91,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.130,27.22,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.439,31.53,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.716,22.40,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.101,27.77,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.473,33.61,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.199,29.49,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.955,32.76,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.766,22.73,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.613,31.33,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.652,23.26,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.201,24.12,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.539,25.31,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.515,24.06,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.710,31.38,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.144,31.41,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.753,32.75,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.028,27.29,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.472,24.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.863,26.36,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.008,31.72,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.113,30.49,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.830,25.61,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.831,27.16,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.486,25.76,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.727,25.24,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.168,32.04,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.383,34.44,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.757,32.38,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.150,28.52,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.376,33.65,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.770,33.27,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.141,22.84,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.807,28.79,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,24.992,22.52,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.705,22.14,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.867,24.75,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.265,22.74,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.176,23.59,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.107,27.70,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.844,22.45,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.462,32.45,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.726,23.00,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.745,23.04,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.255,30.33,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.570,23.75,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.880,22.86,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.896,24.10,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.071,27.90,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.840,34.50,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.017,33.43,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.413,28.89,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.688,29.31,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.123,34.53,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.679,24.82,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.827,34.07,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.143,27.58,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.939,22.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.174,34.15,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.146,31.53,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.331,24.82,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.896,23.61,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.524,23.22,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.732,29.05,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.737,25.87,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.038,30.34,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.061,26.40,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.665,33.86,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.247,27.28,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.889,22.84,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.703,31.11,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.124,32.98,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.423,33.72,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.656,28.06,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.471,25.14,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.364,31.23,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.660,23.26,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.978,28.20,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.698,26.98,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.410,28.73,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.413,24.72,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.777,24.54,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.984,30.60,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.783,26.87,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.351,22.08,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.615,31.18,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.536,28.85,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.236,32.17,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.180,25.78,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.000,28.98,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.200,27.91,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.849,29.91,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.163,32.32,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.522,29.58,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.577,33.14,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.147,28.79,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.105,25.14,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.326,28.50,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.119,24.74,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.902,29.51,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.312,28.23,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.393,26.60,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.141,33.20,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.634,28.29,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.357,31.61,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.787,31.93,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.083,26.08,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.415,26.91,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.757,33.50,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.885,27.43,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.667,24.53,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.697,26.73,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.538,24.43,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.265,24.62,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.817,28.99,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.470,30.37,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.849,33.25,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.942,25.01,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.730,30.06,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.137,30.52,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.596,25.20,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.928,23.93,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,26.023,33.49,PASS
2026-01-14 15:21:08,PPIDTEST001,Tester01,25.568,27.42,PASS
